75
35	84	74	70	40	62	12	67	99	16	70	84	0	35	5	6	90	98	16	15	18	56	50	100	64	58	4	48	36	41	70	14	4	31	36	90	71	19	94	88	64	85	21	53	20	25	10	61	74	78	75	43	33	76	42	48	85	45	47	20	37	17	34	92	99	21	33	69	40	27	8	55	11	28	59
6	56	3	8	90	92	9	92	70	47	93	10	35	0	82	52	69	95	77	46	69	19	30	97	61	29	81	57	76	53	46	44	86	37	42	58	70	62	49	48	69	3	10	96	62	44	99	30	38	75	27	58	93	8	54	5	36	87	14	63	39	11	6	76	47	99	33	68	60	82	67	80	84	29	75
78	33	6	6	74	88	97	82	54	75	69	8	5	82	0	45	72	25	26	9	99	4	18	44	11	72	100	99	58	65	13	48	75	19	23	22	17	55	41	29	36	60	8	20	88	35	16	11	11	42	71	62	45	88	5	8	59	56	58	68	21	70	15	95	40	89	68	9	44	61	37	79	20	96	50
96	43	26	10	58	34	53	83	56	18	39	19	6	52	45	0	59	82	66	69	93	59	39	54	55	78	10	62	89	65	71	56	37	41	23	84	80	11	3	88	6	63	76	37	34	24	86	44	5	3	12	49	61	2	2	68	80	63	81	20	80	52	75	16	92	49	51	23	12	54	63	17	16	90	53
67	3	38	98	65	86	49	48	13	40	1	60	90	69	72	59	0	2	13	91	45	70	93	9	18	6	62	72	73	93	34	53	12	13	4	39	81	47	87	31	22	98	36	84	67	52	25	19	5	38	9	49	59	54	9	76	11	71	99	83	63	33	87	75	97	91	13	29	89	51	12	62	1	47	97
87	32	46	61	12	33	72	91	57	74	6	71	98	95	25	82	2	0	67	50	22	37	54	11	98	55	69	3	63	96	13	85	95	95	48	79	81	74	75	23	38	56	64	88	67	25	88	13	22	6	15	43	43	68	5	92	74	73	94	37	68	6	21	62	52	20	92	32	93	19	7	30	74	22	70
36	19	4	93	21	65	44	69	46	33	88	44	16	77	26	66	13	67	0	92	46	57	56	19	15	70	13	9	38	17	100	11	89	93	99	9	50	72	22	1	91	14	32	36	32	90	65	57	11	34	48	9	43	3	27	57	73	92	65	62	8	16	24	49	8	23	9	57	46	30	9	36	95	92	71
59	33	36	77	5	57	57	10	100	99	42	66	15	46	9	69	91	50	92	0	78	82	88	34	44	73	33	4	15	36	83	23	8	74	39	21	33	54	44	81	13	18	89	21	63	71	29	99	17	21	21	95	54	60	80	97	33	13	53	47	100	35	22	59	8	60	79	40	14	22	73	78	40	13	99
40	59	11	37	78	6	17	5	61	28	8	76	18	69	99	93	45	22	46	78	0	54	35	27	52	52	99	25	98	52	84	77	1	16	41	53	15	40	39	36	98	46	95	28	37	60	50	9	38	41	74	88	94	8	66	98	59	65	74	56	68	57	85	20	25	77	72	91	69	10	26	18	7	72	46
78	86	39	1	78	49	80	18	63	82	43	30	56	19	4	59	70	37	57	82	54	0	96	84	47	56	73	87	29	60	80	37	25	29	47	41	2	55	9	11	91	28	35	19	52	25	87	13	2	5	72	73	2	67	8	48	22	80	34	3	39	65	91	16	94	37	56	47	91	16	57	33	44	91	52
6	62	4	49	86	33	40	81	68	14	58	63	50	30	18	39	93	54	56	88	35	96	0	47	67	38	59	68	94	30	93	95	48	100	94	22	80	79	24	70	96	14	85	41	50	41	87	93	8	44	25	51	86	76	97	53	66	8	72	59	89	64	6	37	64	51	58	95	30	33	64	25	46	49	65
88	2	81	4	69	46	70	93	4	56	88	10	100	97	44	54	9	11	19	34	27	84	47	0	47	41	51	39	48	46	16	51	32	91	99	36	56	58	7	67	47	71	24	83	86	74	92	80	3	24	95	79	21	95	43	67	87	46	58	87	91	73	37	74	15	87	9	23	45	68	41	43	38	64	25
57	10	33	16	77	99	2	50	82	75	77	70	64	61	11	55	18	98	15	44	52	47	67	47	0	75	37	68	6	92	91	100	70	63	95	65	29	81	62	86	67	4	10	55	30	25	94	38	47	38	5	87	80	94	2	56	20	90	75	25	81	17	25	3	79	71	19	7	3	32	45	70	35	54	76
59	32	55	33	60	69	53	28	56	78	55	22	58	29	72	78	6	55	70	73	52	56	38	41	75	0	64	30	69	54	28	58	10	66	89	56	67	44	75	57	18	52	37	34	76	91	12	98	61	71	100	92	15	21	79	20	97	94	50	17	47	77	75	9	43	63	16	9	59	90	17	28	41	6	14
26	22	87	93	78	18	12	30	22	79	62	23	4	81	100	10	62	69	13	33	99	73	59	51	37	64	0	68	96	77	65	9	47	17	100	13	37	78	33	85	72	34	2	70	10	28	30	4	42	45	65	52	87	81	80	79	38	45	99	86	21	15	94	20	31	93	84	68	23	68	4	46	1	5	15
69	28	44	65	76	45	63	88	45	81	33	24	48	57	99	62	72	3	9	4	25	87	68	39	68	30	68	0	63	84	97	18	26	41	82	29	79	15	8	10	52	4	8	89	25	22	82	96	53	27	79	72	49	47	27	94	99	84	60	61	67	56	79	44	49	12	73	27	78	32	36	82	36	95	70
24	23	90	76	1	76	24	99	99	44	63	19	36	76	58	89	73	63	38	15	98	29	94	48	6	69	96	63	0	60	17	4	7	21	30	85	44	30	83	70	23	82	53	82	94	20	90	72	15	38	36	87	16	13	19	4	46	54	98	16	65	66	19	71	38	100	55	81	29	38	51	3	71	55	36
67	15	22	94	2	10	83	69	96	71	39	34	41	53	65	65	93	96	17	36	52	60	30	46	92	54	77	84	60	0	64	26	25	88	41	14	23	27	82	87	97	85	85	50	34	100	66	52	70	36	89	21	43	70	49	32	72	51	54	26	86	17	4	63	4	44	76	78	22	57	17	19	93	1	20
32	25	74	42	68	35	76	23	62	60	46	40	70	46	13	71	34	13	100	83	84	80	93	16	91	28	65	97	17	64	0	79	52	86	30	21	73	18	93	67	39	41	50	62	43	3	88	80	72	43	42	75	86	70	53	7	26	21	77	71	21	97	49	72	34	30	44	58	99	36	77	38	76	26	99
76	58	42	79	68	79	49	44	2	55	11	1	14	44	48	56	53	85	11	23	77	37	95	51	100	58	9	18	4	26	79	0	70	81	38	49	52	80	91	78	17	60	82	76	37	2	52	59	22	100	7	93	85	88	36	43	87	71	19	76	98	96	74	67	76	64	68	79	95	10	57	64	21	38	39
39	20	40	44	60	89	55	56	70	58	86	23	4	86	75	37	12	95	89	8	1	25	48	32	70	10	47	26	7	25	52	70	0	57	40	42	16	13	42	74	6	78	62	93	20	100	16	90	75	13	38	100	32	65	15	51	44	62	60	52	25	80	41	63	88	80	4	3	45	97	29	2	75	42	94
48	6	7	41	80	39	73	58	74	41	79	39	31	37	19	41	13	95	93	74	16	29	100	91	63	66	17	41	21	88	86	81	57	0	46	93	9	36	67	74	25	18	57	89	33	7	32	94	66	83	70	97	24	32	84	55	87	39	51	36	19	52	10	60	46	7	52	6	94	70	79	18	39	87	7
65	60	61	66	96	58	51	3	47	67	84	44	36	42	23	23	4	48	99	39	41	47	94	99	95	89	100	82	30	41	30	38	40	46	0	23	93	90	68	10	73	37	58	48	20	42	54	7	32	5	42	50	56	3	61	53	61	64	59	55	85	89	72	23	76	30	46	20	20	13	82	44	2	39	43
10	31	75	48	72	79	46	9	43	21	9	24	90	58	22	84	39	79	9	21	53	41	22	36	65	56	13	29	85	14	21	49	42	93	23	0	21	32	96	79	63	52	20	64	8	74	24	12	35	87	70	41	71	11	12	46	38	94	91	57	13	55	90	56	8	29	50	29	12	45	7	75	97	79	90
41	36	84	69	21	2	22	48	98	74	61	76	71	70	17	80	81	81	50	33	15	2	80	56	29	67	37	79	44	23	73	52	16	9	93	21	0	56	4	14	67	38	52	89	78	75	99	42	20	88	35	62	96	99	16	86	6	76	66	55	4	77	99	62	3	47	92	93	54	96	6	21	33	9	61
26	17	7	16	92	3	97	44	49	29	39	58	19	62	55	11	47	74	72	54	40	55	79	58	81	44	78	15	30	27	18	80	13	36	90	32	56	0	63	83	11	4	2	98	90	63	93	40	31	30	45	6	95	99	61	72	49	22	26	48	14	18	1	9	75	73	93	84	85	7	66	95	62	68	44
43	37	8	93	45	1	100	91	78	97	71	67	94	49	41	3	87	75	22	44	39	9	24	7	62	75	33	8	83	82	93	91	42	67	68	96	4	63	0	3	82	89	42	12	18	86	17	13	36	77	36	37	51	13	84	16	31	36	76	57	61	68	40	45	27	58	92	88	77	35	91	58	23	32	22
23	27	28	74	88	84	16	99	5	31	43	30	88	48	29	88	31	23	1	81	36	11	70	67	86	57	85	10	70	87	67	78	74	74	10	79	14	83	3	0	93	70	90	57	5	67	44	93	69	56	76	84	86	64	59	95	24	78	34	20	4	43	11	44	19	98	34	29	72	17	2	64	86	91	20
74	68	60	82	68	78	67	13	99	88	13	62	64	69	36	6	22	38	91	13	98	91	96	47	67	18	72	52	23	97	39	17	6	25	73	63	67	11	82	93	0	43	9	63	35	77	71	63	12	56	26	70	2	1	100	36	72	55	30	83	98	1	32	83	81	3	52	82	19	89	72	90	83	81	5
27	13	1	70	25	20	53	58	61	2	40	35	85	3	60	63	98	56	14	18	46	28	14	71	4	52	34	4	82	85	41	60	78	18	37	52	38	4	89	70	43	0	18	57	75	32	21	82	9	90	84	9	41	71	32	96	100	66	45	100	97	80	32	52	83	13	70	71	85	11	54	17	15	23	25
92	35	24	63	8	54	82	63	25	71	73	65	21	10	8	76	36	64	32	89	95	35	85	24	10	37	2	8	53	85	50	82	62	57	58	20	52	2	42	90	9	18	0	89	54	45	23	62	87	6	22	27	76	53	74	27	19	19	79	67	50	10	18	32	23	39	2	59	2	7	75	16	29	99	57
60	51	86	4	59	92	30	31	50	55	34	46	53	96	20	37	84	88	36	21	28	19	41	83	55	34	70	89	82	50	62	76	93	89	48	64	89	98	12	57	63	57	89	0	82	96	31	95	82	36	16	8	11	21	82	89	91	52	67	57	53	77	27	36	51	17	89	9	70	96	35	38	76	85	46
32	21	4	29	66	63	13	49	30	48	32	96	20	62	88	34	67	67	32	63	37	52	50	86	30	76	10	25	94	34	43	37	20	33	20	8	78	90	18	5	35	75	54	82	0	58	80	76	4	61	11	72	69	73	92	2	61	34	5	80	42	9	56	20	44	6	89	32	66	58	27	100	95	3	84
69	67	29	68	33	41	78	45	79	45	42	72	25	44	35	24	52	25	90	71	60	25	41	74	25	91	28	22	20	100	3	2	100	7	42	74	75	63	86	67	77	32	45	96	58	0	92	12	64	67	67	76	77	38	96	1	81	49	14	14	53	93	56	13	48	27	56	5	15	88	22	25	66	73	71
8	45	63	13	16	25	82	14	5	24	73	16	10	99	16	86	25	88	65	29	50	87	87	92	94	12	30	82	90	66	88	52	16	32	54	24	99	93	17	44	71	21	23	31	80	92	0	20	56	63	83	71	29	50	47	58	87	42	58	68	91	71	33	95	15	40	8	62	67	15	18	33	54	91	57
51	23	41	26	31	48	62	49	42	87	84	56	61	30	11	44	19	13	57	99	9	13	93	80	38	98	4	96	72	52	80	59	90	94	7	12	42	40	13	93	63	82	62	95	76	12	20	0	20	63	28	91	19	42	74	41	70	23	39	79	61	33	37	80	75	59	13	21	26	4	28	39	70	95	57
55	98	74	28	97	25	49	87	87	70	99	94	74	38	11	5	5	22	11	17	38	2	8	3	47	61	42	53	15	70	72	22	75	66	32	35	20	31	36	69	12	9	87	82	4	64	56	20	0	55	48	47	63	19	10	42	10	80	83	35	72	5	57	11	83	69	95	71	49	69	82	13	89	7	16
95	16	66	57	89	42	77	34	2	9	12	59	78	75	42	3	38	6	34	21	41	5	44	24	38	71	45	27	38	36	43	100	13	83	5	87	88	30	77	56	56	90	6	36	61	67	63	63	55	0	69	45	38	63	53	92	62	100	54	81	61	96	90	92	30	24	63	34	32	25	17	100	19	87	100
9	8	28	54	35	56	18	58	41	38	25	73	75	27	71	12	9	15	48	21	74	72	25	95	5	100	65	79	36	89	42	7	38	70	42	70	35	45	36	76	26	84	22	16	11	67	83	28	48	69	0	87	68	12	28	74	28	96	71	65	10	23	8	71	74	61	51	34	8	92	77	38	67	92	23
94	9	85	64	74	31	65	43	100	49	7	21	43	58	62	49	49	43	9	95	88	73	51	79	87	92	52	72	87	21	75	93	100	97	50	41	62	6	37	84	70	9	27	8	72	76	71	91	47	45	87	0	50	16	39	50	87	78	1	25	45	13	52	71	40	99	41	56	8	15	63	79	89	75	29
72	1	56	9	18	42	57	4	16	90	6	88	33	93	45	61	59	43	43	54	94	2	86	21	80	15	87	49	16	43	86	85	32	24	56	71	96	95	51	86	2	41	76	11	69	77	29	19	63	38	68	50	0	74	35	73	51	72	39	42	94	89	9	85	90	95	62	90	72	58	54	23	28	93	74
66	21	84	54	73	89	10	38	60	51	35	36	76	8	88	2	54	68	3	60	8	67	76	95	94	21	81	47	13	70	70	88	65	32	3	11	99	99	13	64	1	71	53	21	73	38	50	42	19	63	12	16	74	0	20	100	81	87	62	11	75	89	40	48	23	64	98	46	2	91	91	42	100	75	31
82	62	17	19	42	76	35	36	55	4	46	30	42	54	5	2	9	5	27	80	66	8	97	43	2	79	80	27	19	49	53	36	15	84	61	12	16	61	84	59	100	32	74	82	92	96	47	74	10	53	28	39	35	20	0	46	88	73	17	46	26	92	25	71	65	97	70	97	83	84	8	57	72	99	56
28	10	88	24	46	40	10	5	98	17	82	9	48	5	8	68	76	92	57	97	98	48	53	67	56	20	79	94	4	32	7	43	51	55	53	46	86	72	16	95	36	96	27	89	2	1	58	41	42	92	74	50	73	100	46	0	46	62	6	91	15	96	81	57	47	8	87	93	95	59	61	40	37	52	17
25	52	38	39	32	9	62	18	15	80	41	57	85	36	59	80	11	74	73	33	59	22	66	87	20	97	38	99	46	72	26	87	44	87	61	38	6	49	31	24	72	100	19	91	61	81	87	70	10	62	28	87	51	81	88	46	0	7	68	13	76	17	95	11	24	3	34	74	58	79	35	63	69	49	11
59	84	55	12	72	93	98	17	76	82	7	5	45	87	56	63	71	73	92	13	65	80	8	46	90	94	45	84	54	51	21	71	62	39	64	94	76	22	36	78	55	66	19	52	34	49	42	23	80	100	96	78	72	87	73	62	7	0	2	57	57	61	44	1	7	54	62	99	90	65	15	48	85	27	76
48	89	84	41	22	37	72	92	94	97	14	32	47	14	58	81	99	94	65	53	74	34	72	58	75	50	99	60	98	54	77	19	60	51	59	91	66	26	76	34	30	45	79	67	5	14	58	39	83	54	71	1	39	62	17	6	68	2	0	1	73	86	76	75	20	49	84	98	83	99	19	83	9	72	40
100	27	80	14	32	84	37	68	13	23	3	27	20	63	68	20	83	37	62	47	56	3	59	87	25	17	86	61	16	26	71	76	52	36	55	57	55	48	57	20	83	100	67	57	80	14	68	79	35	81	65	25	42	11	46	91	13	57	1	0	17	84	35	18	90	40	79	88	82	95	2	29	79	80	4
25	98	77	5	25	2	32	37	24	5	98	38	37	39	21	80	63	68	8	100	68	39	89	91	81	47	21	67	65	86	21	98	25	19	85	13	4	14	61	4	98	97	50	53	42	53	91	61	72	61	10	45	94	75	26	15	76	57	73	17	0	79	52	42	54	78	61	2	62	10	36	12	80	71	72
79	66	57	82	41	71	48	66	55	57	59	71	17	11	70	52	33	6	16	35	57	65	64	73	17	77	15	56	66	17	97	96	80	52	89	55	77	18	68	43	1	80	10	77	9	93	71	33	5	96	23	13	89	89	92	96	17	61	86	84	79	0	3	62	88	86	48	5	76	87	35	63	68	30	17
28	84	21	92	51	62	37	63	14	78	65	79	34	6	15	75	87	21	24	22	85	91	6	37	25	75	94	79	19	4	49	74	41	10	72	90	99	1	40	11	32	32	18	27	56	56	33	37	57	90	8	52	9	40	25	81	95	44	76	35	52	3	0	49	60	96	4	39	100	45	44	77	57	98	90
15	69	16	100	36	42	87	44	93	62	83	12	92	76	95	16	75	62	49	59	20	16	37	74	3	9	20	44	71	63	72	67	63	60	23	56	62	9	45	44	83	52	32	36	20	13	95	80	11	92	71	71	85	48	71	57	11	1	75	18	42	62	49	0	19	85	1	50	55	72	53	68	12	38	15
78	71	63	22	20	9	20	75	80	49	90	61	99	47	40	92	97	52	8	8	25	94	64	15	79	43	31	49	38	4	34	76	88	46	76	8	3	75	27	19	81	83	23	51	44	48	15	75	83	30	74	40	90	23	65	47	24	7	20	90	54	88	60	19	0	16	65	54	3	80	73	84	96	21	43
44	95	33	58	47	71	40	18	12	96	100	23	21	99	89	49	91	20	23	60	77	37	51	87	71	63	93	12	100	44	30	64	80	7	30	29	47	73	58	98	3	13	39	17	6	27	40	59	69	24	61	99	95	64	97	8	3	54	49	40	78	86	96	85	16	0	43	77	33	42	21	77	71	30	74
25	100	90	48	8	20	84	4	35	34	92	87	33	33	68	51	13	92	9	79	72	56	58	9	19	16	84	73	55	76	44	68	4	52	46	50	92	93	92	34	52	70	2	89	89	56	8	13	95	63	51	41	62	98	70	87	34	62	84	79	61	48	4	1	65	43	0	60	48	58	13	97	65	84	1
18	6	98	42	93	62	93	23	29	22	50	89	69	68	9	23	29	32	57	40	91	47	95	23	7	9	68	27	81	78	58	79	3	6	20	29	93	84	88	29	82	71	59	9	32	5	62	21	71	34	34	56	90	46	97	93	74	99	98	88	2	5	39	50	54	77	60	0	32	95	91	99	63	7	52
69	12	92	25	38	74	36	61	60	24	38	32	40	60	44	12	89	93	46	14	69	91	30	45	3	59	23	78	29	22	99	95	45	94	20	12	54	85	77	72	19	85	2	70	66	15	67	26	49	32	8	8	72	2	83	95	58	90	83	82	62	76	100	55	3	33	48	32	0	17	86	24	100	33	97
19	36	50	92	52	21	35	46	64	30	14	53	27	82	61	54	51	19	30	22	10	16	33	68	32	90	68	32	38	57	36	10	97	70	13	45	96	7	35	17	89	11	7	96	58	88	15	4	69	25	92	15	58	91	84	59	79	65	99	95	10	87	45	72	80	42	58	95	17	0	94	76	73	27	69
92	84	77	15	80	97	8	73	34	4	44	18	8	67	37	63	12	7	9	73	26	57	64	41	45	17	4	36	51	17	77	57	29	79	82	7	6	66	91	2	72	54	75	35	27	22	18	28	82	17	77	63	54	91	8	61	35	15	19	2	36	35	44	53	73	21	13	91	86	94	0	45	3	39	74
94	79	3	6	5	3	54	25	11	63	2	93	55	80	79	17	62	30	36	78	18	33	25	43	70	28	46	82	3	19	38	64	2	18	44	75	21	95	58	64	90	17	16	38	100	25	33	39	13	100	38	79	23	42	57	40	63	48	83	29	12	63	77	68	84	77	97	99	24	76	45	0	28	99	73
46	100	50	61	28	92	39	3	24	31	53	40	11	84	20	16	1	74	95	40	7	44	46	38	35	41	1	36	71	93	76	21	75	39	2	97	33	62	23	86	83	15	29	76	95	66	54	70	89	19	67	89	28	100	72	37	69	85	9	79	80	68	57	12	96	71	65	63	100	73	3	28	0	85	11
83	18	100	77	39	50	41	36	58	74	17	82	28	29	96	90	47	22	92	13	72	91	49	64	54	6	5	95	55	1	26	38	42	87	39	79	9	68	32	91	81	23	99	85	3	73	91	95	7	87	92	75	93	75	99	52	49	27	72	80	71	30	98	38	21	30	84	7	33	27	39	99	85	0	22
53	81	88	61	63	94	83	56	60	17	36	90	59	75	50	53	97	70	71	99	46	52	65	25	76	14	15	70	36	20	99	39	94	7	43	90	61	44	22	20	5	25	57	46	84	71	57	57	16	100	23	29	74	31	56	17	11	76	40	4	72	17	90	15	43	74	1	52	97	69	74	73	11	22	0
0	75	40	59	39	33	68	96	56	100	28	92	33	43	78	1	72	27	30	55	69	92	3	17	9	62	53	43	83	17	42	71	21	76	9	42	77	93	55	58	18	1	26	92	91	77	73	41	39	31	41	42	95	47	2	1	64	85	72	57	50	87	84	44	34	81	59	8	87	38	14	75	46	20	92
0	0	46	85	59	62	90	70	3	16	43	81	6	41	30	53	30	55	59	15	24	72	49	33	89	77	84	24	52	29	39	34	55	67	52	13	50	46	78	90	79	41	60	21	8	30	37	41	3	41	59	54	33	42	78	93	72	4	69	0	85	8	68	38	73	66	22	83	64	8	1	87	28	74	59
0	0	0	87	52	80	28	66	47	8	61	97	91	81	84	14	57	33	64	91	13	87	64	68	11	10	97	72	92	4	26	40	40	99	17	99	72	16	84	51	52	79	54	50	86	72	12	65	70	34	52	100	6	92	34	94	59	40	21	57	40	31	83	88	85	75	87	53	93	74	75	52	87	48	51
0	0	0	0	41	71	52	36	27	51	32	80	36	32	97	61	98	74	66	49	93	8	58	13	95	43	75	94	57	18	16	9	80	28	5	58	58	5	66	87	15	76	80	60	97	97	16	71	1	41	71	39	71	12	82	50	3	10	78	44	30	99	35	91	32	56	32	24	86	98	45	27	47	29	86
0	0	0	0	0	73	35	46	25	78	99	79	53	53	30	64	33	41	88	18	55	7	70	8	10	13	43	50	1	6	2	19	84	60	42	46	25	7	27	1	9	96	86	15	7	84	37	95	70	77	57	20	64	52	70	33	93	58	58	31	47	77	98	53	6	93	75	59	41	30	37	14	47	3	91
0	0	0	0	0	0	76	7	10	16	61	80	10	48	95	51	99	72	45	2	34	54	67	37	6	50	38	51	72	83	72	77	60	14	13	29	6	91	23	65	28	17	97	64	30	32	75	51	26	88	89	9	97	41	69	91	97	72	66	95	31	13	69	63	10	41	25	33	3	52	4	54	41	70	85
0	0	0	0	0	0	0	98	24	48	30	34	25	56	91	18	93	3	18	12	18	63	58	36	54	40	75	60	9	26	57	40	76	41	62	50	82	47	25	95	29	78	6	31	32	42	12	37	31	61	71	27	62	63	36	29	42	15	18	1	100	91	12	79	16	13	34	98	70	1	1	68	82	92	0
0	0	0	0	0	0	0	0	47	51	73	12	57	26	14	70	91	47	1	22	52	22	60	48	74	11	1	76	8	15	75	98	56	39	6	85	97	99	98	6	15	23	22	13	51	14	72	31	82	21	100	44	100	25	90	80	90	81	71	41	24	15	26	52	78	32	2	23	74	31	80	18	89	31	77
0	0	0	0	0	0	0	0	0	7	29	52	84	8	51	50	96	82	75	67	39	94	59	73	3	22	25	13	77	36	68	90	56	37	50	25	90	22	99	92	63	2	50	0	70	83	37	46	43	67	2	56	47	77	52	11	84	97	41	53	75	84	22	26	68	79	58	64	0	20	48	29	33	11	54
0	0	0	0	0	0	0	0	0	0	25	14	32	100	81	22	31	49	41	92	73	47	9	34	68	8	23	69	86	6	95	49	26	68	50	25	64	50	59	20	43	39	76	86	22	15	85	59	6	62	98	44	87	78	77	83	50	95	39	98	97	88	77	26	91	23	47	18	73	40	56	44	22	74	97
0	0	0	0	0	0	0	0	0	0	0	59	91	61	5	6	26	89	2	20	86	25	62	89	25	86	63	42	10	36	19	65	33	80	30	31	45	61	48	18	0	100	51	38	39	86	17	93	12	34	47	97	59	91	29	27	47	2	56	2	20	56	31	39	92	33	66	1	94	9	44	42	23	76	99
0	0	0	0	0	0	0	0	0	0	0	0	64	88	16	52	66	94	32	61	88	72	50	16	62	36	69	71	71	40	24	22	54	6	13	30	46	66	36	79	68	19	22	43	35	89	15	98	94	82	70	40	95	6	32	50	95	42	58	88	52	34	2	55	3	52	20	35	93	23	64	87	73	65	26
0	0	0	0	0	0	0	0	0	0	0	0	0	65	60	96	33	80	76	44	78	66	86	17	5	22	57	74	70	15	85	85	23	51	90	56	58	67	6	73	44	39	78	77	80	5	6	90	87	52	88	2	20	40	74	43	72	84	23	1	67	12	27	68	73	60	89	1	51	59	69	55	92	46	29
0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	14	9	59	83	81	43	56	49	4	99	27	13	23	66	4	29	27	54	9	66	68	26	6	82	65	59	65	6	2	63	78	78	91	89	47	88	34	21	5	53	41	30	36	1	79	61	47	14	88	100	94	29	40	59	32	31	76	52	35	39
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	56	63	34	42	39	81	86	83	40	97	96	40	42	87	8	73	74	8	68	47	74	41	53	71	0	40	17	57	88	72	44	21	8	14	30	51	47	33	60	66	17	24	68	84	48	64	46	92	4	72	100	51	58	30	22	7	73	14	22
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	27	94	8	53	81	88	7	97	32	76	53	60	6	96	70	55	46	64	24	90	97	89	15	24	99	63	13	82	72	98	84	82	77	52	26	21	4	6	32	90	72	75	81	98	58	100	57	64	55	59	26	50	58	89	13	46	8	61
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	42	92	18	46	52	81	55	20	62	84	52	98	69	52	92	90	81	3	60	96	38	22	29	41	11	0	31	41	27	95	42	10	13	95	46	92	90	76	54	24	11	90	23	4	74	34	21	60	97	97	4	40	44	50	23	71	37
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	97	88	35	4	1	85	97	34	75	35	46	68	3	52	3	81	60	24	60	50	36	40	68	70	18	54	1	4	25	90	58	92	94	1	32	32	58	49	70	25	20	74	84	80	49	8	23	37	8	80	99	57	57	68	44	44
