100
43	66	72	66	5	9	55	78	68	51	0	35	70	37	80	18	10	80	19	42	46	18	57	71	21	35	87	46	30	87	69	20	6	1	17	22	93	84	32	100	48	66	34	18	54	65	35	63	44	5	56	42	74	13	12	94	47	99	39	29	85	59	48	42	11	16	15	56	51	99	55	98	64	88	67	17	53	53	32	48	57	87	41	31	51	53	76	98	3	15	78	39	25	77	80	36	44	47	91	94
49	99	71	83	14	49	22	100	90	80	35	0	45	45	43	60	84	10	28	88	62	59	36	71	98	76	53	48	80	28	97	82	94	74	72	19	50	4	6	45	50	48	38	94	44	81	5	27	42	32	15	3	91	2	25	88	29	77	35	9	5	32	42	98	57	14	68	59	17	73	3	18	72	41	63	15	73	67	94	66	98	8	20	40	61	45	27	89	21	14	97	25	97	91	75	53	4	94	63	72
30	32	29	6	86	53	82	86	97	82	70	45	0	19	66	41	90	58	3	57	82	21	50	47	18	9	66	58	69	10	36	57	31	49	6	7	97	96	33	2	51	79	64	74	97	29	14	38	86	68	94	19	88	43	65	57	51	31	66	19	92	2	28	74	2	33	33	99	28	65	100	30	43	15	3	91	44	16	29	81	83	22	100	70	65	16	78	67	98	44	38	90	97	65	63	98	49	95	48	76
40	100	58	78	88	73	64	20	42	36	37	45	19	0	12	99	5	6	14	59	97	9	74	77	41	8	98	92	77	14	8	6	33	5	49	70	46	45	34	61	95	82	7	94	9	70	93	65	76	58	23	24	18	48	100	58	55	97	50	83	63	9	88	95	65	89	64	11	85	49	23	79	82	29	25	42	99	17	58	26	26	32	49	43	79	100	52	85	48	1	67	10	61	6	4	26	94	19	88	79
1	38	39	19	66	47	94	6	58	16	80	43	66	12	0	19	10	9	52	90	33	45	40	1	2	17	26	33	65	20	63	64	72	47	12	72	65	73	85	71	29	10	64	99	49	94	18	10	3	21	99	35	66	91	88	67	7	13	52	24	33	66	39	56	65	2	79	29	75	63	99	3	24	15	53	72	8	70	81	10	91	80	97	8	22	84	26	28	48	77	51	32	95	90	87	59	91	66	87	17
51	34	76	51	66	79	38	28	15	47	18	60	41	99	19	0	80	38	71	4	52	24	75	59	45	56	21	87	87	69	94	8	4	20	87	51	48	90	35	42	79	73	100	21	90	39	90	70	76	60	73	79	83	99	89	28	54	61	14	92	81	60	51	84	79	38	87	26	27	21	20	57	93	19	29	35	9	18	4	36	78	28	66	12	26	55	91	80	67	57	23	48	16	74	31	46	63	17	23	89
67	13	66	87	8	75	7	13	62	12	10	84	90	5	10	80	0	89	42	97	34	13	25	68	21	95	23	9	72	50	74	35	75	28	26	6	47	34	29	94	1	54	24	46	16	93	68	56	33	10	52	18	22	28	85	94	22	7	2	45	56	76	80	83	55	57	88	1	90	68	46	42	21	70	87	36	14	54	91	98	15	94	16	88	22	100	82	95	59	35	40	66	62	19	48	69	27	88	21	68
62	10	81	57	69	87	16	31	96	42	80	10	58	6	9	38	89	0	55	67	9	76	88	95	63	1	100	54	98	67	99	13	54	72	65	35	67	75	70	6	40	83	76	40	51	2	27	72	21	81	38	29	8	25	75	71	77	26	76	26	92	74	91	46	46	55	32	64	81	53	69	72	36	44	11	86	97	89	57	17	22	94	97	29	70	23	51	46	48	26	72	92	52	14	37	49	68	20	12	100
66	7	34	64	4	37	97	54	28	21	19	28	3	14	52	71	42	55	0	73	32	71	8	75	82	45	23	22	2	91	95	47	87	76	69	61	26	66	8	4	89	51	55	2	87	55	21	7	18	20	31	49	91	90	75	24	34	97	97	87	87	92	86	25	67	54	85	92	19	44	47	8	95	1	9	33	7	30	91	24	49	21	72	91	10	46	14	44	94	11	82	32	54	67	56	20	20	40	63	39
38	16	46	81	52	95	35	49	11	41	42	88	57	59	90	4	97	67	73	0	36	10	98	30	62	6	62	69	87	53	44	88	25	16	78	35	13	44	30	59	6	11	90	59	78	46	78	49	37	40	39	72	49	36	53	11	42	15	31	28	19	74	15	43	89	45	29	54	88	58	12	93	21	53	51	50	98	28	98	87	19	37	58	68	24	11	30	65	77	60	45	47	33	11	89	74	55	18	79	94
8	6	56	95	33	32	73	9	11	5	46	62	82	97	33	52	34	9	32	36	0	27	90	86	99	42	36	100	92	15	50	78	34	38	87	53	61	49	82	26	25	41	22	71	25	32	12	98	39	81	76	32	59	17	70	58	11	57	9	2	72	58	31	57	95	17	61	56	66	42	33	42	34	6	13	10	89	76	8	27	56	35	11	14	52	80	23	62	36	32	15	59	89	97	15	36	13	27	91	30
97	28	60	87	16	48	2	38	84	80	18	59	21	9	45	24	13	76	71	10	27	0	68	75	72	53	80	36	63	68	11	22	47	66	56	57	31	59	36	54	20	23	85	86	82	25	82	48	60	47	75	2	76	94	76	99	47	7	34	61	75	44	34	21	61	89	29	92	100	64	45	71	38	81	57	19	5	90	67	17	36	41	18	64	34	46	62	32	52	96	44	26	91	77	98	52	18	26	43	17
59	30	85	11	68	77	20	33	97	85	57	36	50	74	40	75	25	88	8	98	90	68	0	41	87	39	79	19	95	97	23	37	15	91	24	7	9	87	41	54	49	24	5	96	20	83	86	48	80	89	65	58	31	33	50	69	72	28	87	18	77	62	54	43	52	78	50	60	16	42	65	16	65	22	11	84	4	49	32	35	37	48	44	20	33	94	88	56	73	75	25	1	88	31	44	39	60	93	51	75
86	51	94	15	45	69	32	63	90	20	71	71	47	77	1	59	68	95	75	30	86	75	41	0	34	15	43	50	36	5	86	91	53	69	78	42	68	21	13	52	66	100	59	39	26	84	39	13	66	82	4	25	26	54	51	59	68	45	61	56	50	46	98	54	66	75	95	33	48	7	85	13	59	43	51	84	78	42	49	43	75	52	19	1	5	22	11	24	66	71	31	15	68	29	69	33	3	15	18	2
66	63	44	97	32	49	54	9	16	7	21	98	18	41	2	45	21	63	82	62	99	72	87	34	0	74	2	15	32	96	17	67	74	58	67	68	33	18	87	85	74	60	95	98	25	18	80	40	37	8	60	70	63	74	39	64	47	92	78	30	87	47	97	12	4	63	32	88	33	18	24	6	29	71	55	53	88	35	44	24	94	3	45	56	29	35	20	27	26	49	57	13	95	5	76	51	67	7	90	51
37	59	4	86	87	8	75	20	33	89	35	76	9	8	17	56	95	1	45	6	42	53	39	15	74	0	76	14	9	4	84	15	9	23	1	52	46	95	7	43	50	35	77	69	61	3	70	17	67	64	73	94	14	92	1	4	42	76	17	50	32	52	17	40	74	17	91	71	11	97	65	13	83	94	33	96	48	2	64	14	66	37	7	79	28	59	34	69	35	2	71	66	53	87	5	78	55	47	49	18
72	35	35	81	36	97	93	68	39	24	87	53	66	98	26	21	23	100	23	62	36	80	79	43	2	76	0	96	65	30	78	58	62	73	5	16	37	70	81	73	29	11	100	87	97	20	73	98	42	38	3	80	94	80	35	93	80	52	88	45	33	17	2	46	90	7	61	78	28	93	2	56	56	53	43	52	24	67	49	66	5	51	45	50	83	31	42	62	34	81	6	66	98	60	12	39	18	24	68	45
68	28	29	29	50	81	85	13	46	22	46	48	58	92	33	87	9	54	22	69	100	36	19	50	15	14	96	0	17	69	1	72	73	95	75	96	61	23	13	17	26	58	19	60	40	60	21	74	93	79	91	90	38	54	28	55	78	95	99	46	15	51	69	87	45	43	34	58	17	47	74	42	56	92	53	95	4	74	20	96	52	11	37	41	16	64	95	93	10	93	38	76	96	6	14	92	100	47	49	17
29	85	58	81	94	83	81	93	36	89	30	80	69	77	65	87	72	98	2	87	92	63	95	36	32	9	65	17	0	45	75	10	100	18	63	47	21	36	18	68	39	80	4	79	96	19	73	40	80	17	30	7	64	35	20	56	87	19	4	3	63	78	12	15	96	74	13	68	61	30	88	99	62	91	29	57	62	53	96	93	22	25	100	85	12	19	40	98	37	96	52	100	25	63	66	20	89	78	40	49
69	22	59	97	96	1	6	4	26	60	87	28	10	14	20	69	50	67	91	53	15	68	97	5	96	4	30	69	45	0	7	27	100	68	69	28	76	82	33	24	75	54	100	74	38	63	44	30	12	81	77	63	32	1	26	97	73	14	26	12	14	84	90	13	4	10	93	79	92	25	54	66	78	54	91	67	16	34	48	28	66	24	90	97	25	67	45	97	80	22	60	94	6	1	58	9	10	50	39	1
53	39	32	36	36	12	6	7	14	18	69	97	36	8	63	94	74	99	95	44	50	11	23	86	17	84	78	1	75	7	0	74	93	18	3	98	8	22	13	94	69	92	59	45	34	8	21	100	4	17	32	26	28	77	31	28	86	91	37	36	29	90	61	73	59	64	70	19	37	83	12	57	26	22	1	59	29	21	11	33	89	94	10	16	70	92	95	55	82	84	42	62	73	3	35	31	18	4	1	54
39	48	76	38	63	79	16	58	13	73	20	82	57	6	64	8	35	13	47	88	78	22	37	91	67	15	58	72	10	27	74	0	38	12	10	64	34	11	74	14	83	84	98	72	77	7	39	98	98	34	5	31	17	98	93	41	100	27	23	69	30	24	22	68	35	84	83	20	46	56	34	28	92	31	99	20	90	38	70	87	23	74	70	39	71	62	79	23	88	1	91	69	24	65	88	11	48	70	30	93
15	57	59	15	77	57	29	89	5	100	6	94	31	33	72	4	75	54	87	25	34	47	15	53	74	9	62	73	100	100	93	38	0	78	15	20	21	46	71	40	35	60	9	73	34	34	42	72	57	55	2	79	94	54	21	63	78	85	2	40	32	24	69	76	53	84	96	73	81	18	12	67	29	73	39	62	6	33	85	14	87	86	92	33	39	65	47	68	49	48	7	81	23	28	56	75	63	3	47	95
83	33	52	25	75	93	13	18	34	59	1	74	49	5	47	20	28	72	76	16	38	66	91	69	58	23	73	95	18	68	18	12	78	0	72	11	61	100	83	51	13	40	35	97	54	22	82	97	54	73	61	100	40	10	99	47	42	22	26	49	96	40	4	95	34	75	5	94	27	39	44	39	78	79	36	31	52	69	28	57	41	88	8	81	49	58	79	90	79	56	39	27	95	94	73	28	68	77	21	94
61	14	39	5	1	30	63	27	51	100	17	72	6	49	12	87	26	65	69	78	87	56	24	78	67	1	5	75	63	69	3	10	15	72	0	67	16	85	44	46	72	75	49	40	54	57	81	93	16	13	42	74	43	83	4	98	73	82	92	66	54	19	86	82	91	79	48	58	15	92	56	86	18	4	26	23	61	58	67	28	22	60	1	64	43	5	61	67	86	4	85	92	74	70	73	16	100	21	73	15
17	25	99	87	84	19	82	35	46	54	22	19	7	70	72	51	6	35	61	35	53	57	7	42	68	52	16	96	47	28	98	64	20	11	67	0	64	28	100	33	84	77	7	96	86	73	23	7	33	24	70	27	80	82	93	65	85	77	8	10	46	81	25	98	53	98	12	68	77	63	100	60	92	6	7	29	30	30	36	62	5	57	88	84	91	33	100	75	9	8	37	7	40	61	4	92	10	67	59	87
89	37	9	54	57	35	89	81	28	80	93	50	97	46	65	48	47	67	26	13	61	31	9	68	33	46	37	61	21	76	8	34	21	61	16	64	0	81	10	98	24	67	57	53	96	86	88	10	42	96	97	77	86	29	76	13	90	35	49	48	74	9	3	17	71	69	75	9	1	36	58	25	54	14	29	50	51	16	59	92	63	7	68	49	88	96	61	29	30	9	76	4	69	78	20	91	98	47	99	98
46	100	1	1	12	69	40	93	34	77	84	4	96	45	73	90	34	75	66	44	49	59	87	21	18	95	70	23	36	82	22	11	46	100	85	28	81	0	34	57	74	88	70	2	89	21	69	99	64	32	5	32	80	44	27	92	72	8	52	99	63	72	76	35	63	73	81	61	23	66	69	48	53	39	2	41	11	70	39	74	53	96	57	84	91	35	75	63	43	26	13	5	98	89	39	12	13	71	72	87
34	86	2	90	80	28	92	32	80	15	32	6	33	34	85	35	29	70	8	30	82	36	41	13	87	7	81	13	18	33	13	74	71	83	44	100	10	34	0	37	93	35	89	83	88	82	93	57	72	18	10	67	75	45	10	9	20	24	3	45	36	8	94	24	46	5	89	69	29	75	5	21	61	45	3	48	26	47	57	50	16	18	68	90	62	77	51	81	100	5	78	36	12	23	11	10	80	99	78	8
66	70	7	53	88	20	4	39	93	8	100	45	2	61	71	42	94	6	4	59	26	54	54	52	85	43	73	17	68	24	94	14	40	51	46	33	98	57	37	0	26	34	80	38	78	34	38	56	80	46	5	47	63	72	37	24	1	39	57	100	43	86	87	7	60	98	16	39	48	45	98	25	78	77	63	55	62	52	62	93	97	66	40	11	90	28	86	90	66	42	89	60	79	76	18	39	25	33	29	72
82	69	15	64	81	29	29	7	43	33	48	50	51	95	29	79	1	40	89	6	25	20	49	66	74	50	29	26	39	75	69	83	35	13	72	84	24	74	93	26	0	29	27	49	6	55	63	13	17	14	74	9	62	40	100	72	81	27	57	70	44	99	58	56	29	85	73	19	9	6	48	33	86	74	81	92	28	43	56	44	8	29	5	69	20	4	40	100	83	96	69	26	46	79	81	75	63	54	93	24
28	51	26	55	36	36	99	61	47	17	66	48	79	82	10	73	54	83	51	11	41	23	24	100	60	35	11	58	80	54	92	84	60	40	75	77	67	88	35	34	29	0	11	92	8	96	65	40	39	93	34	94	88	41	75	44	9	94	100	100	46	82	95	14	7	93	44	88	19	59	93	63	34	3	55	41	50	19	80	41	63	65	34	3	5	8	46	65	54	45	64	99	78	10	64	85	2	8	24	72
15	68	77	87	1	68	25	90	34	39	34	38	64	7	64	100	24	76	55	90	22	85	5	59	95	77	100	19	4	100	59	98	9	35	49	7	57	70	89	80	27	11	0	66	16	35	99	70	41	91	71	59	22	11	74	86	97	76	90	4	73	54	9	70	69	7	47	78	23	83	32	30	58	55	95	25	41	45	46	81	35	17	92	56	79	65	41	75	92	82	31	16	87	39	37	55	98	36	84	20
11	52	44	21	18	34	11	92	92	14	18	94	74	94	99	21	46	40	2	59	71	86	96	39	98	69	87	60	79	74	45	72	73	97	40	96	53	2	83	38	49	92	66	0	18	67	49	76	22	95	100	62	91	46	43	25	14	86	32	92	50	24	67	93	5	97	60	91	87	97	97	84	32	80	3	49	99	3	76	20	49	28	33	39	25	27	15	90	12	98	81	13	21	99	57	25	95	17	67	34
19	2	83	33	23	61	62	32	40	4	54	44	97	9	49	90	16	51	87	78	25	82	20	26	25	61	97	40	96	38	34	77	34	54	54	86	96	89	88	78	6	8	16	18	0	13	15	17	44	47	72	44	45	26	72	16	75	51	100	65	75	27	80	64	90	29	96	55	50	95	11	26	41	27	93	74	91	7	91	86	5	14	82	49	39	5	64	65	55	64	30	29	42	61	44	31	89	39	85	38
15	57	68	5	66	14	18	47	91	54	65	81	29	70	94	39	93	2	55	46	32	25	83	84	18	3	20	60	19	63	8	7	34	22	57	73	86	21	82	34	55	96	35	67	13	0	85	48	16	26	26	8	51	69	66	93	54	71	6	87	71	97	91	87	61	45	50	90	25	43	2	20	25	91	11	10	80	95	9	95	72	34	54	23	2	72	15	8	94	21	94	16	17	85	2	29	81	3	19	6
61	85	71	23	35	12	100	71	6	12	35	5	14	93	18	90	68	27	21	78	12	82	86	39	80	70	73	21	73	44	21	39	42	82	81	23	88	69	93	38	63	65	99	49	15	85	0	45	72	77	70	62	87	31	94	82	39	40	53	24	46	75	26	17	90	85	62	62	78	77	30	14	79	58	47	81	28	4	26	100	80	47	13	67	77	58	48	15	98	52	90	43	79	15	11	20	51	72	81	29
86	14	100	19	30	87	20	44	2	15	63	27	38	65	10	70	56	72	7	49	98	48	48	13	40	17	98	74	40	30	100	98	72	97	93	7	10	99	57	56	13	40	70	76	17	48	45	0	100	62	94	78	19	40	11	47	95	88	98	75	34	10	41	10	68	40	76	17	43	65	59	21	32	69	40	82	92	20	62	91	33	8	21	52	47	31	50	42	18	99	68	51	60	60	12	27	99	39	95	41
28	66	48	13	34	52	34	77	38	47	44	42	86	76	3	76	33	21	18	37	39	60	80	66	37	67	42	93	80	12	4	98	57	54	16	33	42	64	72	80	17	39	41	22	44	16	72	100	0	55	5	14	86	25	53	20	16	25	33	59	57	40	79	60	39	9	9	32	78	59	99	28	19	58	91	97	8	29	92	100	35	96	13	21	21	66	92	88	42	24	46	98	64	24	58	54	84	18	85	61
79	44	4	38	91	100	96	25	86	32	5	32	68	58	21	60	10	81	20	40	81	47	89	82	8	64	38	79	17	81	17	34	55	73	13	24	96	32	18	46	14	93	91	95	47	26	77	62	55	0	77	83	40	95	92	30	43	99	10	34	98	45	82	63	17	2	28	60	89	69	35	87	18	50	10	75	3	94	45	87	6	21	69	46	67	12	27	9	10	89	95	60	85	76	22	53	29	1	12	17
75	30	97	52	34	82	54	92	64	7	56	15	94	23	99	73	52	38	31	39	76	75	65	4	60	73	3	91	30	77	32	5	2	61	42	70	97	5	10	5	74	34	71	100	72	26	70	94	5	77	0	21	46	55	38	48	65	65	50	10	9	37	15	81	57	12	99	69	39	59	30	27	53	89	11	28	10	63	56	62	26	25	82	23	79	72	70	95	36	72	56	96	8	71	28	16	82	26	36	72
88	71	55	7	19	83	6	37	100	52	42	3	19	24	35	79	18	29	49	72	32	2	58	25	70	94	80	90	7	63	26	31	79	100	74	27	77	32	67	47	9	94	59	62	44	8	62	78	14	83	21	0	36	66	98	89	6	60	68	68	74	76	29	99	52	63	74	82	34	43	77	21	14	84	16	73	54	95	41	88	20	28	59	55	45	9	95	51	68	63	18	94	90	98	92	41	60	65	74	45
27	71	16	24	58	47	97	14	69	11	74	91	88	18	66	83	22	8	91	49	59	76	31	26	63	14	94	38	64	32	28	17	94	40	43	80	86	80	75	63	62	88	22	91	45	51	87	19	86	40	46	36	0	60	2	65	25	86	80	50	91	74	90	78	45	17	89	52	62	49	98	64	16	12	33	9	1	30	53	93	42	69	67	86	80	68	51	5	5	82	54	96	8	95	25	4	11	13	7	24
33	11	34	62	53	10	25	76	12	92	13	2	43	48	91	99	28	25	90	36	17	94	33	54	74	92	80	54	35	1	77	98	54	10	83	82	29	44	45	72	40	41	11	46	26	69	31	40	25	95	55	66	60	0	61	5	87	29	16	19	89	69	1	93	61	42	62	79	79	93	99	81	97	3	63	2	98	22	96	75	77	59	87	84	82	100	88	21	80	55	39	20	23	91	13	36	32	26	66	63
73	21	49	74	63	3	89	100	90	23	12	25	65	100	88	89	85	75	75	53	70	76	50	51	39	1	35	28	20	26	31	93	21	99	4	93	76	27	10	37	100	75	74	43	72	66	94	11	53	92	38	98	2	61	0	18	64	43	15	19	5	68	68	78	64	42	55	22	81	90	55	32	29	75	11	83	66	30	58	56	42	45	40	67	62	2	37	26	44	3	96	1	70	63	30	33	57	36	6	37
92	85	59	72	89	47	51	22	84	70	94	88	57	58	67	28	94	71	24	11	58	99	69	59	64	4	93	55	56	97	28	41	63	47	98	65	13	92	9	24	72	44	86	25	16	93	82	47	20	30	48	89	65	5	18	0	25	13	68	53	39	30	88	4	59	97	12	53	93	3	71	54	56	7	79	99	9	26	51	79	41	33	63	97	68	21	33	45	33	52	97	71	81	36	27	91	32	38	43	76
21	70	37	48	39	18	51	47	45	32	47	29	51	55	7	54	22	77	34	42	11	47	72	68	47	42	80	78	87	73	86	100	78	42	73	85	90	72	20	1	81	9	97	14	75	54	39	95	16	43	65	6	25	87	64	25	0	92	14	30	47	20	60	97	81	86	48	11	26	32	73	22	99	45	6	95	77	9	44	100	89	79	26	31	63	15	74	38	6	87	67	52	58	27	100	90	64	99	100	89
96	7	83	54	98	51	81	67	80	99	99	77	31	97	13	61	7	26	97	15	57	7	28	45	92	76	52	95	19	14	91	27	85	22	82	77	35	8	24	39	27	94	76	86	51	71	40	88	25	99	65	60	86	29	43	13	92	0	30	25	62	81	69	19	75	98	27	18	97	67	49	74	97	11	40	70	100	45	8	67	48	18	45	47	7	8	46	59	48	27	83	9	7	3	79	34	100	5	51	48
11	13	88	53	91	28	35	87	81	91	39	35	66	50	52	14	2	76	97	31	9	34	87	61	78	17	88	99	4	26	37	23	2	26	92	8	49	52	3	57	57	100	90	32	100	6	53	98	33	10	50	68	80	16	15	68	14	30	0	71	99	73	19	61	12	89	61	56	48	79	55	17	75	54	76	34	51	34	81	77	68	41	84	22	19	17	74	75	19	21	45	70	94	15	30	5	55	42	13	3
50	54	46	28	84	100	31	39	32	73	29	9	19	83	24	92	45	26	87	28	2	61	18	56	30	50	45	46	3	12	36	69	40	49	66	10	48	99	45	100	70	100	4	92	65	87	24	75	59	34	10	68	50	19	19	53	30	25	71	0	72	19	71	46	72	46	79	22	31	11	51	98	3	34	72	21	2	45	47	72	65	43	41	10	58	23	67	12	64	79	66	88	49	37	33	21	82	64	94	13
64	80	94	2	93	52	38	22	6	58	85	5	92	63	33	81	56	92	87	19	72	75	77	50	87	32	33	15	63	14	29	30	32	96	54	46	74	63	36	43	44	46	73	50	75	71	46	34	57	98	9	74	91	89	5	39	47	62	99	72	0	74	96	62	77	81	33	49	82	77	96	6	94	38	46	3	95	20	21	59	84	51	24	23	100	60	55	72	94	18	17	58	44	13	71	72	93	56	72	27
64	51	71	88	26	91	93	93	47	8	59	32	2	9	66	60	76	74	92	74	58	44	62	46	47	52	17	51	78	84	90	24	24	40	19	81	9	72	8	86	99	82	54	24	27	97	75	10	40	45	37	76	74	69	68	30	20	81	73	19	74	0	32	67	32	77	57	29	32	3	49	52	61	84	3	37	6	54	96	60	25	89	30	41	98	25	5	69	48	98	24	19	24	7	38	7	84	94	35	67
40	54	21	18	47	30	99	48	96	45	48	42	28	88	39	51	80	91	86	15	31	34	54	98	97	17	2	69	12	90	61	22	69	4	86	25	3	76	94	87	58	95	9	67	80	91	26	41	79	82	15	29	90	1	68	88	60	69	19	71	96	32	0	48	83	70	61	66	72	97	71	77	92	83	1	33	64	94	82	40	98	50	87	47	25	5	22	32	42	28	67	87	15	85	35	97	54	95	15	26
30	36	52	16	21	60	19	11	62	9	42	98	74	95	56	84	83	46	25	43	57	21	43	54	12	40	46	87	15	13	73	68	76	95	82	98	17	35	24	7	56	14	70	93	64	87	17	10	60	63	81	99	78	93	78	4	97	19	61	46	62	67	48	0	91	37	2	34	71	55	18	86	100	100	25	97	1	11	96	26	68	17	9	9	97	75	48	11	59	82	59	12	28	25	89	70	62	43	3	84
98	36	23	64	100	35	5	10	80	19	11	57	2	65	65	79	55	46	67	89	95	61	52	66	4	74	90	45	96	4	59	35	53	34	91	53	71	63	46	60	29	7	69	5	90	61	90	68	39	17	57	52	45	61	64	59	81	75	12	72	77	32	83	91	0	49	73	70	48	24	94	96	24	57	91	1	24	60	9	32	56	83	79	18	93	12	28	57	39	53	45	60	66	39	15	49	87	87	18	86
52	67	11	74	99	12	61	27	47	96	16	14	33	89	2	38	57	55	54	45	17	89	78	75	63	17	7	43	74	10	64	84	84	75	79	98	69	73	5	98	85	93	7	97	29	45	85	40	9	2	12	63	17	42	42	97	86	98	89	46	81	77	70	37	49	0	10	12	82	85	68	24	86	43	83	94	26	90	29	57	59	73	68	87	29	59	91	26	18	56	64	84	4	3	70	22	88	31	85	21
47	61	2	54	57	78	100	45	59	63	15	68	33	64	79	87	88	32	85	29	61	29	50	95	32	91	61	34	13	93	70	83	96	5	48	12	75	81	89	16	73	44	47	60	96	50	62	76	9	28	99	74	89	62	55	12	48	27	61	79	33	57	61	2	73	10	0	68	4	45	5	98	79	98	23	21	78	79	79	51	99	65	79	57	55	56	26	62	20	62	66	74	31	39	13	14	75	34	33	30
86	72	83	69	8	69	93	43	8	98	56	59	99	11	29	26	1	64	92	54	56	92	60	33	88	71	78	58	68	79	19	20	73	94	58	68	9	61	69	39	19	88	78	91	55	90	62	17	32	60	69	82	52	79	22	53	11	18	56	22	49	29	66	34	70	12	68	0	30	37	27	60	86	49	80	64	80	59	66	78	75	96	86	82	52	63	43	23	24	8	96	7	98	60	72	24	45	4	53	74
49	18	11	74	10	80	52	19	32	72	51	17	28	85	75	27	90	81	19	88	66	100	16	48	33	11	28	17	61	92	37	46	81	27	15	77	1	23	29	48	9	19	23	87	50	25	78	43	78	89	39	34	62	79	81	93	26	97	48	31	82	32	72	71	48	82	4	30	0	40	31	34	77	80	13	40	11	23	57	88	98	53	25	79	4	87	21	26	11	81	73	69	78	32	40	2	77	43	6	2
