40
53	26	50	21	7	49	100	92	15	74	72	33	20	79	52	11	39	59	14	70	16	20	5	22	31	0	89	24	39	11	16	55	22	56	14	46	10	37	51	28
25	20	88	39	15	10	4	13	83	49	69	100	71	13	38	58	68	6	45	11	62	54	95	7	32	89	0	43	39	21	27	52	62	10	39	28	32	85	9	18
60	11	86	22	75	70	24	58	53	54	60	22	62	74	92	20	78	29	68	93	98	92	45	8	55	24	43	0	39	80	58	83	66	69	59	26	69	63	88	94
46	61	78	100	97	60	66	17	29	59	76	37	38	72	54	14	73	71	16	4	8	4	25	93	78	39	39	39	0	62	46	7	62	20	52	42	37	28	85	51
3	99	60	2	42	24	93	4	10	98	74	66	28	22	5	90	24	8	78	42	2	7	35	75	91	11	21	80	62	0	61	85	84	72	75	9	26	17	88	52
13	49	18	66	22	91	86	75	73	78	70	4	81	15	56	10	5	12	48	63	100	69	100	51	54	16	27	58	46	61	0	39	67	30	58	87	44	5	67	72
4	58	80	46	46	23	21	29	90	46	96	49	71	68	60	76	35	39	2	63	63	34	6	46	83	55	52	83	7	85	39	0	13	58	91	76	2	87	44	52
45	58	4	47	77	9	64	20	86	98	42	58	26	37	67	70	49	81	79	74	15	91	93	78	91	22	62	66	62	84	67	13	0	44	6	4	57	58	44	28
100	73	45	100	8	35	10	81	76	95	84	3	12	78	48	79	97	47	78	87	9	37	47	85	61	56	10	69	20	72	30	58	44	0	56	79	28	60	49	93
94	17	43	45	5	60	65	74	50	28	53	30	4	28	90	38	67	70	79	42	33	30	3	23	7	14	39	59	52	75	58	91	6	56	0	18	47	82	35	69
60	99	93	92	78	79	67	87	23	4	74	89	90	89	24	8	21	19	87	38	47	71	63	15	90	46	28	26	42	9	87	76	4	79	18	0	35	55	45	20
18	34	61	45	16	46	100	13	78	30	23	10	93	8	36	74	81	85	89	92	15	8	80	80	88	10	32	69	37	26	44	2	57	28	47	35	0	77	87	83
12	100	1	23	97	12	28	64	59	11	2	2	58	95	46	62	31	84	56	72	26	46	72	5	5	37	85	63	28	17	5	87	58	60	82	55	77	0	35	58
8	41	29	30	94	4	26	15	90	62	5	39	80	51	72	67	2	2	32	54	7	82	67	16	25	51	9	88	85	88	67	44	44	49	35	45	87	35	0	58
73	5	78	49	41	34	79	95	21	16	94	99	82	94	66	12	73	47	5	13	59	76	68	34	54	28	18	94	51	52	72	52	28	93	69	20	83	58	58	0
0	0	21	9	33	27	77	0	44	0	44	57	0	50	0	0	0	0	83	0	0	0	37	0	0	27	0	50	0	25	0	0	55	0	21	0	0	40	0	0
0	0	38	46	67	85	76	48	84	7	19	74	36	17	17	7	56	98	55	0	0	32	17	0	80	2	0	82	75	66	12	0	32	0	66	3	94	81	92	19
0	0	0	0	83	0	55	0	82	0	25	0	0	28	0	0	0	0	0	0	0	0	55	0	0	1	0	0	0	90	0	0	25	0	21	0	0	14	0	0
0	0	0	0	17	5	5	0	52	0	54	0	0	73	0	0	0	0	70	0	0	0	80	0	0	0	0	85	0	30	0	0	76	0	5	0	0	90	0	0
0	0	0	0	0	0	67	0	84	0	17	0	0	27	0	0	0	0	0	0	0	0	39	0	0	87	0	0	0	0	0	0	0	0	0	0	0	55	0	0
0	0	0	0	0	0	26	0	75	0	2	0	0	70	0	0	0	0	8	0	0	0	93	0	0	27	0	48	0	47	0	0	42	0	45	0	0	33	0	0
0	0	0	0	0	0	0	0	37	0	70	0	0	9	0	0	0	0	0	0	0	0	99	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	29	0	85	17	31	50	0	89	0	0	79	0	0	0	76	0	86	88	0	76	79	40	11	0	94	0	86	0	29	51	0	22
0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	67	45	90	57	89	17	86	0	96	0	0	0	89	0	74	13	0	3	48	76	68	0	54	0	6	0	63	71	51	42
0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	4	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	37	0	0	0	93	0	0	65	0	53	0	52	0	0	30	0	67	0	0	74	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	40	0	0	0	44	0	0	51	0	89	0	73	0	0	9	0	60	0	0	24	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	21	0	0	0	19	0	70	3	0	24	42	43	25	0	30	0	0	0	39	68	49	88
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	34	0	97	29	0	61	1	32	57	0	94	0	82	0	46	14	0	27
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	12	0	37	60	0	37	94	23	50	0	85	0	44	0	18	43	0	22
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	34	83	0	93	54	0	35	32	18	42	0	66	0	43	5	93	78	5	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	70	0	93	0	53	0	0	92	0	30	0	0	11	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	56	45	86	24	27	86	55	78	32	82	0	63	0	21	69	56	17	14	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	75	0	85	93	0	2	91	37	32	0	89	0	19	63	75	55	2	92
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	66	27	0	83	59	58	96	0	99	0	69	0	57	85	13	41
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	37	0	92	73	85	79	0	94	0	91	78	54	35	20	59
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	12	0	26	0	0	67	0	97	0	0	100	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	17	16	80	0	51	0	0	80	49	23	98	58
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	46	0	83	0	0	62	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	52	0	18	0	0	91	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	61	0	0	39	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	70	0	72	96	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	99	33	27	82	18	98	58
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	60	17	78	47	46
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	29	80	11
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
